origin_nid,destin_nid,traveler_id,departure_time,enter_station,exit_station
36,38,1696,26557,jintai_lu,qingnian_lu
32,30,1697,23737,dalianpo,caofang
40,37,1698,24649,tongzhou_beiguan,lucheng
41,28,1699,28764,wuzi_xueyuan_lu,beiyunhedong
32,37,1700,33921,dalianpo,lucheng
33,37,1701,24972,dongxiayuan,lucheng
37,41,1702,23068,lucheng,wuzi_xueyuan_lu
35,28,1703,33782,huangqu,beiyunhedong
34,30,1704,35101,haojiafu,caofang
36,31,1705,28563,jintai_lu,changying
32,41,1706,25108,dalianpo,wuzi_xueyuan_lu
32,37,1707,32224,dalianpo,lucheng
33,37,1708,31570,dongxiayuan,lucheng
33,35,1709,25266,dongxiayuan,huangqu
35,39,1710,30815,huangqu,shilipu
38,40,1711,24346,qingnian_lu,tongzhou_beiguan
33,41,1712,33935,dongxiayuan,wuzi_xueyuan_lu
28,39,1713,30410,beiyunhedong,shilipu
30,40,1714,33089,caofang,tongzhou_beiguan
34,39,1715,21995,haojiafu,shilipu
34,29,1716,26595,haojiafu,beiyunhexi
38,37,1717,22206,qingnian_lu,lucheng
32,34,1718,25633,dalianpo,haojiafu
34,33,1719,27959,haojiafu,dongxiayuan
31,32,1720,33544,changying,dalianpo
35,32,1721,32304,huangqu,dalianpo
41,33,1722,26281,wuzi_xueyuan_lu,dongxiayuan
31,28,1723,32718,changying,beiyunhedong
41,35,1724,28343,wuzi_xueyuan_lu,huangqu
31,39,1725,27275,changying,shilipu
33,29,1726,27564,dongxiayuan,beiyunhexi
30,40,1727,27338,caofang,tongzhou_beiguan
41,38,1728,35590,wuzi_xueyuan_lu,qingnian_lu
31,39,1729,28362,changying,shilipu
33,29,1730,22842,dongxiayuan,beiyunhexi
38,29,1731,27986,qingnian_lu,beiyunhexi
32,30,1732,23159,dalianpo,caofang
36,37,1733,25560,jintai_lu,lucheng
40,28,1734,22633,tongzhou_beiguan,beiyunhedong
40,33,1735,31054,tongzhou_beiguan,dongxiayuan
32,36,1736,30558,dalianpo,jintai_lu
38,30,1737,23089,qingnian_lu,caofang
32,39,1738,32505,dalianpo,shilipu
29,38,1739,24619,beiyunhexi,qingnian_lu
38,37,1740,30389,qingnian_lu,lucheng
36,41,1741,27419,jintai_lu,wuzi_xueyuan_lu
28,38,1742,30127,beiyunhedong,qingnian_lu
36,31,1743,24941,jintai_lu,changying
34,36,1744,26163,haojiafu,jintai_lu
38,34,1745,22289,qingnian_lu,haojiafu
33,31,1746,26874,dongxiayuan,changying
31,35,1747,26870,changying,huangqu
32,31,1748,32709,dalianpo,changying
28,40,1749,33962,beiyunhedong,tongzhou_beiguan
37,41,1750,30486,lucheng,wuzi_xueyuan_lu
35,28,1751,34928,huangqu,beiyunhedong
34,36,1752,26658,haojiafu,jintai_lu
38,31,1753,27610,qingnian_lu,changying
28,36,1754,24965,beiyunhedong,jintai_lu
34,31,1755,24845,haojiafu,changying
30,38,1756,26345,caofang,qingnian_lu
38,40,1757,29179,qingnian_lu,tongzhou_beiguan
41,32,1758,25044,wuzi_xueyuan_lu,dalianpo
38,30,1759,30934,qingnian_lu,caofang
33,29,1760,24401,dongxiayuan,beiyunhexi
30,31,1761,23555,caofang,changying
28,33,1762,35431,beiyunhedong,dongxiayuan
40,32,1763,25645,tongzhou_beiguan,dalianpo
40,35,1764,32129,tongzhou_beiguan,huangqu
41,31,1765,28884,wuzi_xueyuan_lu,changying
41,37,1766,29996,wuzi_xueyuan_lu,lucheng
30,28,1767,29098,caofang,beiyunhedong
33,39,1768,26944,dongxiayuan,shilipu
31,30,1769,35923,changying,caofang
36,41,1770,31985,jintai_lu,wuzi_xueyuan_lu
32,31,1771,25033,dalianpo,changying
39,28,1772,34281,shilipu,beiyunhedong
41,28,1773,27370,wuzi_xueyuan_lu,beiyunhedong
30,34,1774,26899,caofang,haojiafu
41,29,1775,35589,wuzi_xueyuan_lu,beiyunhexi
28,40,1776,31506,beiyunhedong,tongzhou_beiguan
38,34,1777,29448,qingnian_lu,haojiafu
30,33,1778,27207,caofang,dongxiayuan
28,41,1779,33757,beiyunhedong,wuzi_xueyuan_lu
28,34,1780,28362,beiyunhedong,haojiafu
36,29,1781,32382,jintai_lu,beiyunhexi
31,41,1782,21719,changying,wuzi_xueyuan_lu
40,29,1783,28955,tongzhou_beiguan,beiyunhexi
40,34,1784,32930,tongzhou_beiguan,haojiafu
32,35,1785,27803,dalianpo,huangqu
28,29,1786,24480,beiyunhedong,beiyunhexi
34,38,1787,23161,haojiafu,qingnian_lu
40,31,1788,30205,tongzhou_beiguan,changying
37,31,1789,28054,lucheng,changying
37,34,1790,35839,lucheng,haojiafu
30,38,1791,22609,caofang,qingnian_lu
41,32,1792,29912,wuzi_xueyuan_lu,dalianpo
33,28,1793,35437,dongxiayuan,beiyunhedong
28,31,1794,21672,beiyunhedong,changying
35,29,1795,29768,huangqu,beiyunhexi
40,36,1796,26647,tongzhou_beiguan,jintai_lu
38,30,1797,29464,qingnian_lu,caofang
35,39,1798,24211,huangqu,shilipu
34,28,1799,30449,haojiafu,beiyunhedong
32,36,1800,32346,dalianpo,jintai_lu
35,38,1801,26355,huangqu,qingnian_lu
32,33,1802,31101,dalianpo,dongxiayuan
36,30,1803,26368,jintai_lu,caofang
31,40,1804,23093,changying,tongzhou_beiguan
30,34,1805,29286,caofang,haojiafu
30,36,1806,26535,caofang,jintai_lu
39,28,1807,29773,shilipu,beiyunhedong
28,36,1808,35036,beiyunhedong,jintai_lu
28,40,1809,26772,beiyunhedong,tongzhou_beiguan
41,28,1810,32329,wuzi_xueyuan_lu,beiyunhedong
35,38,1811,33573,huangqu,qingnian_lu
31,40,1812,32312,changying,tongzhou_beiguan
35,41,1813,29231,huangqu,wuzi_xueyuan_lu
32,37,1814,21781,dalianpo,lucheng
30,34,1815,32060,caofang,haojiafu
34,37,1816,28345,haojiafu,lucheng
33,41,1817,22926,dongxiayuan,wuzi_xueyuan_lu
39,30,1818,25188,shilipu,caofang
32,28,1819,32059,dalianpo,beiyunhedong
34,33,1820,23866,haojiafu,dongxiayuan
37,39,1821,24640,lucheng,shilipu
35,41,1822,34562,huangqu,wuzi_xueyuan_lu
36,28,1823,29812,jintai_lu,beiyunhedong
39,37,1824,32771,shilipu,lucheng
30,36,1825,27597,caofang,jintai_lu
31,38,1826,27483,changying,qingnian_lu
28,41,1827,21760,beiyunhedong,wuzi_xueyuan_lu
32,40,1828,28487,dalianpo,tongzhou_beiguan
34,36,1829,26482,haojiafu,jintai_lu
32,38,1830,26563,dalianpo,qingnian_lu
41,31,1831,23097,wuzi_xueyuan_lu,changying
28,33,1832,25375,beiyunhedong,dongxiayuan
35,36,1833,24237,huangqu,jintai_lu
35,38,1834,25014,huangqu,qingnian_lu
39,35,1835,24504,shilipu,huangqu
32,28,1836,30092,dalianpo,beiyunhedong
33,40,1837,33081,dongxiayuan,tongzhou_beiguan
33,38,1838,22227,dongxiayuan,qingnian_lu
36,32,1839,25465,jintai_lu,dalianpo
30,33,1840,27961,caofang,dongxiayuan
33,29,1841,27338,dongxiayuan,beiyunhexi
35,39,1842,27064,huangqu,shilipu
40,28,1843,22770,tongzhou_beiguan,beiyunhedong
32,35,1844,35934,dalianpo,huangqu
40,36,1845,30987,tongzhou_beiguan,jintai_lu
32,28,1846,22968,dalianpo,beiyunhedong
33,40,1847,25778,dongxiayuan,tongzhou_beiguan
37,35,1848,23532,lucheng,huangqu
29,35,1849,33421,beiyunhexi,huangqu
40,37,1850,27218,tongzhou_beiguan,lucheng
28,41,1851,28818,beiyunhedong,wuzi_xueyuan_lu
34,31,1852,27577,haojiafu,changying
39,38,1853,24366,shilipu,qingnian_lu
41,29,1854,27720,wuzi_xueyuan_lu,beiyunhexi
31,33,1855,30283,changying,dongxiayuan
41,34,1856,28965,wuzi_xueyuan_lu,haojiafu
33,35,1857,33713,dongxiayuan,huangqu
33,32,1858,24543,dongxiayuan,dalianpo
36,28,1859,27261,jintai_lu,beiyunhedong
28,38,1860,21971,beiyunhedong,qingnian_lu
37,28,1861,32214,lucheng,beiyunhedong
32,29,1862,32548,dalianpo,beiyunhexi
33,40,1863,21717,dongxiayuan,tongzhou_beiguan
28,33,1864,23082,beiyunhedong,dongxiayuan
30,28,1865,28734,caofang,beiyunhedong
30,38,1866,25512,caofang,qingnian_lu
39,37,1867,34572,shilipu,lucheng
41,29,1868,33844,wuzi_xueyuan_lu,beiyunhexi
29,36,1869,22273,beiyunhexi,jintai_lu
37,29,1870,24504,lucheng,beiyunhexi
41,28,1871,23498,wuzi_xueyuan_lu,beiyunhedong
40,30,1872,30498,tongzhou_beiguan,caofang
32,28,1873,22462,dalianpo,beiyunhedong
36,32,1874,31323,jintai_lu,dalianpo
40,29,1875,32112,tongzhou_beiguan,beiyunhexi
36,31,1876,31202,jintai_lu,changying
33,38,1877,26853,dongxiayuan,qingnian_lu
39,34,1878,22741,shilipu,haojiafu
38,36,1879,34574,qingnian_lu,jintai_lu
35,33,1880,27959,huangqu,dongxiayuan
30,35,1881,26015,caofang,huangqu
39,30,1882,21650,shilipu,caofang
30,29,1883,21839,caofang,beiyunhexi
33,34,1884,28573,dongxiayuan,haojiafu
38,39,1885,29975,qingnian_lu,shilipu
40,35,1886,23664,tongzhou_beiguan,huangqu
33,40,1887,28979,dongxiayuan,tongzhou_beiguan
28,38,1888,23378,beiyunhedong,qingnian_lu
29,28,1889,32367,beiyunhexi,beiyunhedong
28,31,1890,21916,beiyunhedong,changying
30,41,1891,26233,caofang,wuzi_xueyuan_lu
35,41,1892,22158,huangqu,wuzi_xueyuan_lu
36,41,1893,33043,jintai_lu,wuzi_xueyuan_lu
41,40,1894,32338,wuzi_xueyuan_lu,tongzhou_beiguan
34,35,1895,35211,haojiafu,huangqu
29,32,1896,22086,beiyunhexi,dalianpo
34,40,1897,33799,haojiafu,tongzhou_beiguan
31,39,1898,35613,changying,shilipu
39,30,1899,27474,shilipu,caofang
32,33,1900,24528,dalianpo,dongxiayuan
34,37,1901,25650,haojiafu,lucheng
39,38,1902,31467,shilipu,qingnian_lu
33,39,1903,30222,dongxiayuan,shilipu
31,38,1904,30583,changying,qingnian_lu
33,39,1905,23291,dongxiayuan,shilipu
30,41,1906,30969,caofang,wuzi_xueyuan_lu
38,30,1907,21709,qingnian_lu,caofang
37,41,1908,33667,lucheng,wuzi_xueyuan_lu
37,30,1909,28895,lucheng,caofang
38,29,1910,23578,qingnian_lu,beiyunhexi
30,34,1911,27329,caofang,haojiafu
39,34,1912,21689,shilipu,haojiafu
28,41,1913,29030,beiyunhedong,wuzi_xueyuan_lu
33,29,1914,32071,dongxiayuan,beiyunhexi
28,39,1915,24060,beiyunhedong,shilipu
33,32,1916,24937,dongxiayuan,dalianpo
41,28,1917,35192,wuzi_xueyuan_lu,beiyunhedong
38,33,1918,26678,qingnian_lu,dongxiayuan
33,38,1919,31443,dongxiayuan,qingnian_lu
34,28,1920,30021,haojiafu,beiyunhedong
33,40,1921,26168,dongxiayuan,tongzhou_beiguan
41,29,1922,32191,wuzi_xueyuan_lu,beiyunhexi
38,31,1923,27367,qingnian_lu,changying
30,28,1924,25721,caofang,beiyunhedong
40,31,1925,27362,tongzhou_beiguan,changying
31,40,1926,35561,changying,tongzhou_beiguan
35,33,1927,28966,huangqu,dongxiayuan
29,32,1928,32525,beiyunhexi,dalianpo
31,37,1929,35850,changying,lucheng
28,36,1930,35548,beiyunhedong,jintai_lu
40,35,1931,24405,tongzhou_beiguan,huangqu
36,35,1932,35464,jintai_lu,huangqu
41,31,1933,23700,wuzi_xueyuan_lu,changying
41,37,1934,21721,wuzi_xueyuan_lu,lucheng
30,31,1935,33684,caofang,changying
30,40,1936,27766,caofang,tongzhou_beiguan
31,40,1937,22862,changying,tongzhou_beiguan
37,30,1938,25830,lucheng,caofang
32,41,1939,23769,dalianpo,wuzi_xueyuan_lu
36,41,1940,31758,jintai_lu,wuzi_xueyuan_lu
32,31,1941,27753,dalianpo,changying
41,35,1942,22130,wuzi_xueyuan_lu,huangqu
31,34,1943,24827,changying,haojiafu
33,40,1944,26224,dongxiayuan,tongzhou_beiguan
39,38,1945,31698,shilipu,qingnian_lu
40,37,1946,22939,tongzhou_beiguan,lucheng
38,37,1947,34090,qingnian_lu,lucheng
32,37,1948,31896,dalianpo,lucheng
36,35,1949,32162,jintai_lu,huangqu
41,28,1950,30099,wuzi_xueyuan_lu,beiyunhedong
40,28,1951,28050,tongzhou_beiguan,beiyunhedong
30,38,1952,30519,caofang,qingnian_lu
30,38,1953,35574,caofang,qingnian_lu
33,36,1954,32992,dongxiayuan,jintai_lu
30,35,1955,24615,caofang,huangqu
39,34,1956,29194,shilipu,haojiafu
31,32,1957,34300,changying,dalianpo
30,40,1958,31096,caofang,tongzhou_beiguan
39,36,1959,26148,shilipu,jintai_lu
33,32,1960,34031,dongxiayuan,dalianpo
39,34,1961,34530,shilipu,haojiafu
37,28,1962,33385,lucheng,beiyunhedong
39,37,1963,25823,shilipu,lucheng
41,28,1964,33615,wuzi_xueyuan_lu,beiyunhedong
29,35,1965,28161,beiyunhexi,huangqu
40,33,1966,31357,tongzhou_beiguan,dongxiayuan
37,34,1967,22299,lucheng,haojiafu
33,37,1968,26602,dongxiayuan,lucheng
39,36,1969,23076,shilipu,jintai_lu
29,41,1970,23230,beiyunhexi,wuzi_xueyuan_lu
40,32,1971,22427,tongzhou_beiguan,dalianpo
28,41,1972,25961,beiyunhedong,wuzi_xueyuan_lu
41,35,1973,34495,wuzi_xueyuan_lu,huangqu
36,39,1974,31685,jintai_lu,shilipu
33,32,1975,35935,dongxiayuan,dalianpo
34,38,1976,35037,haojiafu,qingnian_lu
36,40,1977,29823,jintai_lu,tongzhou_beiguan
34,29,1978,30900,haojiafu,beiyunhexi
30,34,1979,29424,caofang,haojiafu
38,28,1980,26249,qingnian_lu,beiyunhedong
37,35,1981,29712,lucheng,huangqu
29,37,1982,34216,beiyunhexi,lucheng
36,29,1983,31223,jintai_lu,beiyunhexi
29,28,1984,24317,beiyunhexi,beiyunhedong
29,31,1985,23356,beiyunhexi,changying
37,36,1986,35914,lucheng,jintai_lu
39,29,1987,25883,shilipu,beiyunhexi
34,29,1988,23445,haojiafu,beiyunhexi
39,28,1989,25817,shilipu,beiyunhedong
29,41,1990,25654,beiyunhexi,wuzi_xueyuan_lu
32,35,1991,22826,dalianpo,huangqu
30,39,1992,26815,caofang,shilipu
35,29,1993,31988,huangqu,beiyunhexi
29,36,1994,26619,beiyunhexi,jintai_lu
38,31,1995,25348,qingnian_lu,changying
31,35,1996,28336,changying,huangqu
40,35,1997,24153,tongzhou_beiguan,huangqu
30,34,1998,26300,caofang,haojiafu
39,38,1999,31089,shilipu,qingnian_lu
37,31,2000,33044,lucheng,changying
31,39,2001,35119,changying,shilipu
35,31,2002,22343,huangqu,changying
41,37,2003,26951,wuzi_xueyuan_lu,lucheng
35,40,2004,25319,huangqu,tongzhou_beiguan
36,28,2005,33660,jintai_lu,beiyunhedong
40,34,2006,28603,tongzhou_beiguan,haojiafu
38,40,2007,23743,qingnian_lu,tongzhou_beiguan
28,36,2008,31391,beiyunhedong,jintai_lu
37,33,2009,29918,lucheng,dongxiayuan
28,32,2010,27863,beiyunhedong,dalianpo
32,31,2011,32790,dalianpo,changying
32,41,2012,30647,dalianpo,wuzi_xueyuan_lu
38,39,2013,33423,qingnian_lu,shilipu
32,41,2014,23377,dalianpo,wuzi_xueyuan_lu
36,31,2015,30218,jintai_lu,changying
39,31,2016,24012,shilipu,changying
37,28,2017,33686,lucheng,beiyunhedong
39,36,2018,27540,shilipu,jintai_lu
28,41,2019,23031,beiyunhedong,wuzi_xueyuan_lu
28,29,2020,26022,beiyunhedong,beiyunhexi
28,37,2021,33225,beiyunhedong,lucheng
34,41,2022,29190,haojiafu,wuzi_xueyuan_lu
40,30,2023,24241,tongzhou_beiguan,caofang
33,31,2024,33864,dongxiayuan,changying
37,39,2025,24317,lucheng,shilipu
29,35,2026,31108,beiyunhexi,huangqu
41,33,2027,32568,wuzi_xueyuan_lu,dongxiayuan
41,39,2028,32801,wuzi_xueyuan_lu,shilipu
32,34,2029,28546,dalianpo,haojiafu
40,34,2030,35965,tongzhou_beiguan,haojiafu
31,40,2031,25631,changying,tongzhou_beiguan
29,40,2032,23194,beiyunhexi,tongzhou_beiguan
33,35,2033,29325,dongxiayuan,huangqu
36,28,2034,35473,jintai_lu,beiyunhedong
29,38,2035,28342,beiyunhexi,qingnian_lu
32,39,2036,25522,dalianpo,shilipu
31,29,2037,22453,changying,beiyunhexi
30,28,2038,34961,caofang,beiyunhedong
34,36,2039,33788,haojiafu,jintai_lu
28,29,2040,32787,beiyunhedong,beiyunhexi
37,35,2041,34364,lucheng,huangqu
39,40,2042,35651,shilipu,tongzhou_beiguan
36,33,2043,30494,jintai_lu,dongxiayuan
36,39,2044,35869,jintai_lu,shilipu
38,35,2045,22185,qingnian_lu,huangqu
30,31,2046,31189,caofang,changying
28,33,2047,23427,beiyunhedong,dongxiayuan
31,35,2048,23435,changying,huangqu
38,34,2049,26291,qingnian_lu,haojiafu
29,38,2050,24312,beiyunhexi,qingnian_lu
35,28,2051,25068,huangqu,beiyunhedong
34,28,2052,25034,haojiafu,beiyunhedong
28,39,2053,26749,beiyunhedong,shilipu
33,38,2054,28022,dongxiayuan,qingnian_lu
34,40,2055,24051,haojiafu,tongzhou_beiguan
35,38,2056,30205,huangqu,qingnian_lu
41,35,2057,29827,wuzi_xueyuan_lu,huangqu
34,35,2058,29249,haojiafu,huangqu
31,29,2059,26384,changying,beiyunhexi
32,28,2060,29089,dalianpo,beiyunhedong
28,39,2061,22506,beiyunhedong,shilipu
38,40,2062,24507,qingnian_lu,tongzhou_beiguan
28,34,2063,25494,beiyunhedong,haojiafu
35,38,2064,32066,huangqu,qingnian_lu
37,39,2065,28759,lucheng,shilipu
38,35,2066,35644,qingnian_lu,huangqu
37,29,2067,27951,lucheng,beiyunhexi
28,41,2068,27685,beiyunhedong,wuzi_xueyuan_lu
33,38,2069,22605,dongxiayuan,qingnian_lu
31,34,2070,23154,changying,haojiafu
29,40,2071,35798,beiyunhexi,tongzhou_beiguan
34,29,2072,33451,haojiafu,beiyunhexi
32,40,2073,27097,dalianpo,tongzhou_beiguan
37,31,2074,21657,lucheng,changying
28,38,2075,33863,beiyunhedong,qingnian_lu
32,35,2076,27468,dalianpo,huangqu
32,30,2077,33149,dalianpo,caofang
36,40,2078,27662,jintai_lu,tongzhou_beiguan
37,35,2079,24429,lucheng,huangqu
29,34,2080,33666,beiyunhexi,haojiafu
33,28,2081,24343,dongxiayuan,beiyunhedong
40,41,2082,33676,tongzhou_beiguan,wuzi_xueyuan_lu
38,30,2083,32148,qingnian_lu,caofang
40,29,2084,34276,tongzhou_beiguan,beiyunhexi
31,29,2085,27893,changying,beiyunhexi
33,41,2086,28631,dongxiayuan,wuzi_xueyuan_lu
30,38,2087,32747,caofang,qingnian_lu
38,31,2088,34339,qingnian_lu,changying
34,29,2089,30763,haojiafu,beiyunhexi
28,33,2090,27094,beiyunhedong,dongxiayuan
41,32,2091,28951,wuzi_xueyuan_lu,dalianpo
30,38,2092,24858,caofang,qingnian_lu
35,40,2093,35506,huangqu,tongzhou_beiguan
35,41,2094,25882,huangqu,wuzi_xueyuan_lu
41,37,2095,26005,wuzi_xueyuan_lu,lucheng
36,31,2096,29917,jintai_lu,changying
29,30,2097,26916,beiyunhexi,caofang
32,34,2098,28845,dalianpo,haojiafu
34,35,2099,33894,haojiafu,huangqu
34,36,2100,26324,haojiafu,jintai_lu
28,39,2101,25476,beiyunhedong,shilipu
37,29,2102,29748,lucheng,beiyunhexi
40,32,2103,34118,tongzhou_beiguan,dalianpo
31,30,2104,32052,changying,caofang
41,40,2105,28519,wuzi_xueyuan_lu,tongzhou_beiguan
40,32,2106,24948,tongzhou_beiguan,dalianpo
30,28,2107,27209,caofang,beiyunhedong
41,32,2108,21793,wuzi_xueyuan_lu,dalianpo
34,38,2109,33703,haojiafu,qingnian_lu
33,32,2110,31859,dongxiayuan,dalianpo
30,34,2111,24694,caofang,haojiafu
32,28,2112,27335,dalianpo,beiyunhedong
38,36,2113,27384,qingnian_lu,jintai_lu
34,41,2114,28591,haojiafu,wuzi_xueyuan_lu
40,35,2115,31192,tongzhou_beiguan,huangqu
29,33,2116,23477,beiyunhexi,dongxiayuan
36,32,2117,25464,jintai_lu,dalianpo
39,37,2118,28941,shilipu,lucheng
34,35,2119,28977,haojiafu,huangqu
40,41,2120,29071,tongzhou_beiguan,wuzi_xueyuan_lu
30,31,2121,25261,caofang,changying
29,37,2122,33985,beiyunhexi,lucheng
36,35,2123,29391,jintai_lu,huangqu
41,34,2124,22576,wuzi_xueyuan_lu,haojiafu
40,39,2125,23871,tongzhou_beiguan,shilipu
30,37,2126,27743,caofang,lucheng
29,39,2127,26140,beiyunhexi,shilipu
28,36,2128,31442,beiyunhedong,jintai_lu
28,36,2129,34651,beiyunhedong,jintai_lu
33,38,2130,22145,dongxiayuan,qingnian_lu
40,31,2131,30488,tongzhou_beiguan,changying
37,30,2132,31761,lucheng,caofang
39,28,2133,28845,shilipu,beiyunhedong
35,37,2134,30093,huangqu,lucheng
29,35,2135,32911,beiyunhexi,huangqu
31,36,2136,22955,changying,jintai_lu
40,41,2137,22939,tongzhou_beiguan,wuzi_xueyuan_lu
38,40,2138,28828,qingnian_lu,tongzhou_beiguan
29,41,2139,35117,beiyunhexi,wuzi_xueyuan_lu
31,30,2140,24208,changying,caofang
33,30,2141,27855,dongxiayuan,caofang
33,37,2142,30615,dongxiayuan,lucheng
30,40,2143,28817,caofang,tongzhou_beiguan
41,39,2144,31889,wuzi_xueyuan_lu,shilipu
39,37,2145,29073,shilipu,lucheng
31,37,2146,30247,changying,lucheng
40,35,2147,32517,tongzhou_beiguan,huangqu
38,35,2148,31021,qingnian_lu,huangqu
41,37,2149,26714,wuzi_xueyuan_lu,lucheng
34,33,2150,30195,haojiafu,dongxiayuan
39,34,2151,32757,shilipu,haojiafu
29,35,2152,27297,beiyunhexi,huangqu
37,33,2153,26018,lucheng,dongxiayuan
31,38,2154,31876,changying,qingnian_lu
40,36,2155,24622,tongzhou_beiguan,jintai_lu
38,30,2156,32464,qingnian_lu,caofang
35,38,2157,35996,huangqu,qingnian_lu
31,38,2158,33342,changying,qingnian_lu
38,31,2159,22406,qingnian_lu,changying
32,31,2160,29351,dalianpo,changying
37,32,2161,28452,lucheng,dalianpo
39,34,2162,24902,shilipu,haojiafu
33,37,2163,30790,dongxiayuan,lucheng
38,39,2164,28588,qingnian_lu,shilipu
29,33,2165,33360,beiyunhexi,dongxiayuan
33,39,2166,31036,dongxiayuan,shilipu
39,40,2167,24120,shilipu,tongzhou_beiguan
38,29,2168,28125,qingnian_lu,beiyunhexi
32,36,2169,34799,dalianpo,jintai_lu
33,34,2170,22399,dongxiayuan,haojiafu
39,40,2171,27122,shilipu,tongzhou_beiguan
29,32,2172,24368,beiyunhexi,dalianpo
30,29,2173,30778,caofang,beiyunhexi
38,40,2174,32955,qingnian_lu,tongzhou_beiguan
39,34,2175,23856,shilipu,haojiafu
31,35,2176,31242,changying,huangqu
29,36,2177,27541,beiyunhexi,jintai_lu
38,30,2178,33548,qingnian_lu,caofang
37,34,2179,22909,lucheng,haojiafu
32,38,2180,33476,dalianpo,qingnian_lu
36,38,2181,34378,jintai_lu,qingnian_lu
34,31,2182,32559,haojiafu,changying
41,28,2183,24819,wuzi_xueyuan_lu,beiyunhedong
35,40,2184,30878,huangqu,tongzhou_beiguan
36,35,2185,35922,jintai_lu,huangqu
38,37,2186,29238,qingnian_lu,lucheng
34,38,2187,34605,haojiafu,qingnian_lu
33,36,2188,22382,dongxiayuan,jintai_lu
31,37,2189,25358,changying,lucheng
39,30,2190,33996,shilipu,caofang
28,35,2191,29396,beiyunhedong,huangqu
29,41,2192,26425,beiyunhexi,wuzi_xueyuan_lu
33,29,2193,34593,dongxiayuan,beiyunhexi
36,32,2194,29166,jintai_lu,dalianpo
32,40,2195,21942,dalianpo,tongzhou_beiguan
30,28,2196,23444,caofang,beiyunhedong
37,33,2197,22276,lucheng,dongxiayuan
34,28,2198,22345,haojiafu,beiyunhedong
36,33,2199,26307,jintai_lu,dongxiayuan
41,39,2200,24236,wuzi_xueyuan_lu,shilipu
37,30,2201,23572,lucheng,caofang
31,30,2202,22863,changying,caofang
36,29,2203,29060,jintai_lu,beiyunhexi
40,36,2204,35758,tongzhou_beiguan,jintai_lu
28,32,2205,26026,beiyunhedong,dalianpo
39,28,2206,27631,shilipu,beiyunhedong
37,38,2207,26867,lucheng,qingnian_lu
34,29,2208,34705,haojiafu,beiyunhexi
33,28,2209,25365,dongxiayuan,beiyunhedong
31,30,2210,33530,changying,caofang
34,31,2211,32312,haojiafu,changying
34,38,2212,34545,haojiafu,qingnian_lu
28,39,2213,30425,beiyunhedong,shilipu
37,35,2214,26502,lucheng,huangqu
41,36,2215,29547,wuzi_xueyuan_lu,jintai_lu
35,30,2216,35790,huangqu,caofang
40,28,2217,24439,tongzhou_beiguan,beiyunhedong
28,41,2218,25710,beiyunhedong,wuzi_xueyuan_lu
29,37,2219,27546,beiyunhexi,lucheng
38,32,2220,22046,qingnian_lu,dalianpo
34,41,2221,23369,haojiafu,wuzi_xueyuan_lu
38,39,2222,28785,qingnian_lu,shilipu
38,29,2223,27872,qingnian_lu,beiyunhexi
36,31,2224,31035,jintai_lu,changying
34,36,2225,29284,haojiafu,jintai_lu
36,34,2226,26000,jintai_lu,haojiafu
33,29,2227,27334,dongxiayuan,beiyunhexi
33,31,2228,34642,dongxiayuan,changying
41,31,2229,27312,wuzi_xueyuan_lu,changying
33,31,2230,29997,dongxiayuan,changying
41,29,2231,32796,wuzi_xueyuan_lu,beiyunhexi
33,38,2232,31725,dongxiayuan,qingnian_lu
30,29,2233,23342,caofang,beiyunhexi
38,37,2234,31466,qingnian_lu,lucheng
30,38,2235,24715,caofang,qingnian_lu
29,32,2236,28735,beiyunhexi,dalianpo
40,32,2237,27796,tongzhou_beiguan,dalianpo
31,28,2238,22858,changying,beiyunhedong
34,28,2239,24211,haojiafu,beiyunhedong
29,31,2240,24595,beiyunhexi,changying
33,29,2241,25166,dongxiayuan,beiyunhexi
36,37,2242,24574,jintai_lu,lucheng
30,36,2243,31174,caofang,jintai_lu
29,39,2244,21645,beiyunhexi,shilipu
28,33,2245,25668,beiyunhedong,dongxiayuan
32,41,2246,30765,dalianpo,wuzi_xueyuan_lu
28,31,2247,29729,beiyunhedong,changying
33,40,2248,27064,dongxiayuan,tongzhou_beiguan
39,38,2249,29134,shilipu,qingnian_lu
32,35,2250,26023,dalianpo,huangqu
38,33,2251,28399,qingnian_lu,dongxiayuan
29,28,2252,26940,beiyunhexi,beiyunhedong
29,28,2253,32347,beiyunhexi,beiyunhedong
30,35,2254,23496,caofang,huangqu
38,28,2255,28943,qingnian_lu,beiyunhedong
37,28,2256,22703,lucheng,beiyunhedong
35,40,2257,27319,huangqu,tongzhou_beiguan
35,30,2258,35677,huangqu,caofang
38,30,2259,28590,qingnian_lu,caofang
32,35,2260,33056,dalianpo,huangqu
34,29,2261,21699,haojiafu,beiyunhexi
30,39,2262,31652,caofang,shilipu
30,35,2263,31457,caofang,huangqu
40,38,2264,25495,tongzhou_beiguan,qingnian_lu
32,31,2265,21858,dalianpo,changying
35,32,2266,34349,huangqu,dalianpo
40,35,2267,31669,tongzhou_beiguan,huangqu
31,35,2268,21997,changying,huangqu
35,28,2269,35810,huangqu,beiyunhedong
29,41,2270,29968,beiyunhexi,wuzi_xueyuan_lu
28,33,2271,28734,beiyunhedong,dongxiayuan
28,30,2272,28375,beiyunhedong,caofang
35,34,2273,30108,huangqu,haojiafu
